NCM;inicio_vigencia;fim_vigencia;uTrib_abreviatura;Descricao_uTrib;
29224963;01/01/2016;;KG;Quilograma;
29224964;01/01/2016;;KG;Quilograma;
29224969;01/01/2016;;KG;Quilograma;
29224990;01/01/2016;;KG;Quilograma;
29225011;01/01/2016;;KG;Quilograma;
29225019;01/01/2016;;KG;Quilograma;
29225031;01/01/2016;;KG;Quilograma;
29225032;01/01/2016;;KG;Quilograma;
29225039;01/01/2016;;KG;Quilograma;
29225091;01/01/2016;;KG;Quilograma;
29225099;01/01/2016;;KG;Quilograma;
29231000;01/01/2016;;KG;Quilograma;
29232000;01/01/2016;;KG;Quilograma;
29233000;01/01/2017;;KG;Quilograma;
29234000;01/01/2017;;KG;Quilograma;
29239010;01/01/2016;;KG;Quilograma;
29239020;01/01/2016;;KG;Quilograma;
29239030;01/01/2016;;KG;Quilograma;
29239040;01/01/2016;;KG;Quilograma;
29239050;01/01/2016;;KG;Quilograma;
29239060;01/01/2016;;KG;Quilograma;
29239090;01/01/2016;;KG;Quilograma;
29241100;01/01/2016;;KG;Quilograma;
29241210;01/01/2016;;KG;Quilograma;
29241220;01/01/2016;;KG;Quilograma;
29241230;01/01/2016;;KG;Quilograma;
29241911;01/01/2016;;KG;Quilograma;
29241919;01/01/2016;;KG;Quilograma;
29241921;01/01/2016;;KG;Quilograma;
29241922;01/01/2016;;KG;Quilograma;
29241929;01/01/2016;;KG;Quilograma;
29241931;01/01/2016;;KG;Quilograma;
29241932;01/01/2016;;KG;Quilograma;
29241939;01/01/2016;;KG;Quilograma;
29241942;01/01/2016;;KG;Quilograma;
29241949;01/01/2016;;KG;Quilograma;
29241991;01/01/2016;;KG;Quilograma;
29241992;01/01/2016;;KG;Quilograma;
29241993;01/01/2016;;KG;Quilograma;
29241994;01/01/2016;;KG;Quilograma;
29241999;01/01/2016;;KG;Quilograma;
29242111;01/01/2016;;KG;Quilograma;
29242119;01/01/2016;;KG;Quilograma;
29242120;01/01/2016;;KG;Quilograma;
29242190;01/01/2016;;KG;Quilograma;
29242300;01/01/2016;;KG;Quilograma;
29242400;01/01/2016;;KG;Quilograma;
29242500;01/01/2017;;KG;Quilograma;
29242911;01/01/2016;;KG;Quilograma;
29242912;01/01/2016;;KG;Quilograma;
29242913;01/01/2016;;KG;Quilograma;
29242914;01/01/2016;;KG;Quilograma;
29242915;01/01/2016;;KG;Quilograma;
29242919;01/01/2016;;KG;Quilograma;
29242920;01/01/2016;;KG;Quilograma;
29242931;01/01/2016;;KG;Quilograma;
29242932;01/01/2016;;KG;Quilograma;
29242939;01/01/2016;;KG;Quilograma;
29242941;01/01/2016;;KG;Quilograma;
29242943;01/01/2016;;KG;Quilograma;
29242944;01/01/2016;;KG;Quilograma;
29242945;01/01/2016;;KG;Quilograma;
29242946;01/01/2016;;KG;Quilograma;
29242947;01/01/2016;;KG;Quilograma;
29242949;01/01/2016;;KG;Quilograma;
29242951;01/01/2016;;KG;Quilograma;
29242952;01/01/2016;;KG;Quilograma;
29242959;01/01/2016;;KG;Quilograma;
29242961;01/01/2016;;KG;Quilograma;
29242962;01/01/2016;;KG;Quilograma;
29242963;01/01/2016;;KG;Quilograma;
29242964;01/01/2016;;KG;Quilograma;
29242969;01/01/2016;;KG;Quilograma;
29242991;01/01/2016;;KG;Quilograma;
29242992;01/01/2016;;KG;Quilograma;
29242993;01/01/2016;;KG;Quilograma;
29242994;01/01/2016;;KG;Quilograma;
29242995;01/01/2016;;KG;Quilograma;
29242996;01/01/2016;;KG;Quilograma;
29242999;01/01/2016;;KG;Quilograma;
29251100;01/01/2016;;KG;Quilograma;
29251200;01/01/2016;;KG;Quilograma;
29251910;01/01/2016;;KG;Quilograma;
29251990;01/01/2016;;KG;Quilograma;
29252100;01/01/2016;;KG;Quilograma;
29252911;01/01/2016;;KG;Quilograma;
29252919;01/01/2016;;KG;Quilograma;
29252921;01/01/2016;;KG;Quilograma;
29252922;01/01/2016;;KG;Quilograma;
29252923;01/01/2016;;KG;Quilograma;
29252929;01/01/2016;;KG;Quilograma;
29252930;01/01/2016;;KG;Quilograma;
29252940;01/01/2016;;KG;Quilograma;
29252950;01/01/2016;;KG;Quilograma;
29252990;01/01/2016;;KG;Quilograma;
29261000;01/01/2016;;KG;Quilograma;
29262000;01/01/2016;;KG;Quilograma;
29263011;01/01/2016;;KG;Quilograma;
29263012;01/01/2016;;KG;Quilograma;
29263020;01/01/2016;;KG;Quilograma;
29264000;01/01/2017;;KG;Quilograma;
29269011;01/01/2016;;KG;Quilograma;
29269012;01/01/2016;;KG;Quilograma;
29269019;01/01/2016;;KG;Quilograma;
29269021;01/01/2016;;KG;Quilograma;
29269022;01/01/2016;;KG;Quilograma;
29269023;01/01/2016;;KG;Quilograma;
29269024;01/01/2016;;KG;Quilograma;
29269025;01/01/2016;;KG;Quilograma;
29269026;01/01/2016;;KG;Quilograma;
29269029;01/01/2016;;KG;Quilograma;
29269030;01/01/2016;;KG;Quilograma;
29269091;01/01/2016;;KG;Quilograma;
29269092;01/01/2016;;KG;Quilograma;
29269093;01/01/2016;;KG;Quilograma;
29269095;01/01/2016;;KG;Quilograma;
29269096;01/01/2016;;KG;Quilograma;
29269099;01/01/2016;;KG;Quilograma;
29270010;01/01/2016;;KG;Quilograma;
29270021;01/01/2016;;KG;Quilograma;
29270029;01/01/2016;;KG;Quilograma;
29270030;01/01/2016;;KG;Quilograma;
29280011;01/01/2016;;KG;Quilograma;
29280019;01/01/2016;;KG;Quilograma;
29280020;01/01/2016;;KG;Quilograma;
29280030;01/01/2016;;KG;Quilograma;
29280041;01/01/2016;;KG;Quilograma;
29280042;01/01/2016;;KG;Quilograma;
29280090;01/01/2016;;KG;Quilograma;
29291010;01/01/2016;;KG;Quilograma;
29291021;01/01/2016;;KG;Quilograma;
29291029;01/01/2016;;KG;Quilograma;
29291030;01/01/2016;;KG;Quilograma;
29291090;01/01/2016;;KG;Quilograma;
29299011;01/01/2016;;KG;Quilograma;
29299012;01/01/2016;;KG;Quilograma;
29299019;01/01/2016;;KG;Quilograma;
29299021;01/01/2016;;KG;Quilograma;
29299022;01/01/2016;;KG;Quilograma;
29299029;01/01/2016;;KG;Quilograma;
29299090;01/01/2016;;KG;Quilograma;
29301000;01/04/2022;;KG;Quilograma;
29302011;01/01/2016;;KG;Quilograma;
29302012;01/01/2016;;KG;Quilograma;
29302013;01/01/2016;;KG;Quilograma;
29302019;01/01/2016;;KG;Quilograma;
29302021;01/01/2016;;KG;Quilograma;
29302022;01/01/2016;;KG;Quilograma;
29302023;01/01/2016;;KG;Quilograma;
29302024;01/01/2016;;KG;Quilograma;
29302029;01/01/2016;;KG;Quilograma;
29303011;01/01/2016;;KG;Quilograma;
29303012;01/01/2016;;KG;Quilograma;
29303019;01/01/2016;;KG;Quilograma;
29303021;01/01/2016;;KG;Quilograma;
29303022;01/01/2016;;KG;Quilograma;
29303029;01/01/2016;;KG;Quilograma;
29303090;01/01/2016;;KG;Quilograma;
29304010;01/01/2016;;KG;Quilograma;
29304090;01/01/2016;;KG;Quilograma;
29306000;01/01/2017;;KG;Quilograma;
29307000;01/01/2017;;KG;Quilograma;
29308010;01/01/2017;;KG;Quilograma;
29308020;01/01/2017;;KG;Quilograma;
29308030;01/01/2017;;KG;Quilograma;
29309011;01/01/2016;;KG;Quilograma;
29309012;01/01/2016;;KG;Quilograma;
29309013;01/01/2016;;KG;Quilograma;
29309019;01/01/2016;;KG;Quilograma;
29309021;01/01/2016;;KG;Quilograma;
29309022;01/01/2016;;KG;Quilograma;
29309023;01/01/2016;;KG;Quilograma;
29309029;01/01/2016;;KG;Quilograma;
29309031;01/01/2016;;KG;Quilograma;
29309032;01/01/2016;;KG;Quilograma;
29309033;01/01/2016;;KG;Quilograma;
29309034;01/01/2016;;KG;Quilograma;
29309035;01/01/2016;;KG;Quilograma;
29309036;01/01/2016;;KG;Quilograma;
29309037;01/01/2016;;KG;Quilograma;
29309039;01/01/2016;;KG;Quilograma;
29309041;01/01/2016;;KG;Quilograma;
29309042;01/01/2016;;KG;Quilograma;
29309043;01/01/2016;;KG;Quilograma;
29309049;01/01/2016;;KG;Quilograma;
29309051;01/01/2016;;KG;Quilograma;
29309052;01/01/2016;;KG;Quilograma;
29309053;01/01/2016;;KG;Quilograma;
29309054;01/01/2016;;KG;Quilograma;
29309057;01/01/2016;;KG;Quilograma;
29309059;01/01/2016;;KG;Quilograma;
29309061;01/01/2016;;KG;Quilograma;
29309069;01/01/2016;;KG;Quilograma;
29309071;01/01/2016;;KG;Quilograma;
29309072;01/01/2016;;KG;Quilograma;
29309079;01/01/2016;;KG;Quilograma;
29309081;01/01/2016;;KG;Quilograma;
29309082;01/01/2016;;KG;Quilograma;
29309083;01/01/2016;;KG;Quilograma;
29309084;01/01/2016;;KG;Quilograma;
29309085;01/01/2016;;KG;Quilograma;
29309086;01/01/2016;;KG;Quilograma;
29309087;01/01/2016;;KG;Quilograma;
29309088;01/01/2016;;KG;Quilograma;
29309089;01/01/2016;;KG;Quilograma;
29309091;01/01/2016;;KG;Quilograma;
29309093;01/01/2016;;KG;Quilograma;
29309094;01/01/2016;;KG;Quilograma;
29309095;01/01/2016;;KG;Quilograma;
29309096;01/01/2016;;KG;Quilograma;
29309097;01/01/2016;;KG;Quilograma;
29309098;01/01/2016;;KG;Quilograma;
29309099;01/01/2016;;KG;Quilograma;
29311000;01/01/2016;;KG;Quilograma;
29312000;01/01/2016;;KG;Quilograma;
29314100;01/04/2022;;KG;Quilograma;
29314200;01/04/2022;;KG;Quilograma;
29314300;01/04/2022;;KG;Quilograma;
29314400;01/04/2022;;KG;Quilograma;
29314500;01/04/2022;;KG;Quilograma;
29314600;01/04/2022;;KG;Quilograma;
29314700;01/04/2022;;KG;Quilograma;
29314800;01/04/2022;;KG;Quilograma;
29314911;01/04/2022;;KG;Quilograma;
29314912;01/04/2022;;KG;Quilograma;
29314913;01/04/2022;;KG;Quilograma;
29314914;01/04/2022;;KG;Quilograma;
29314915;01/04/2022;;KG;Quilograma;
29314916;01/04/2022;;KG;Quilograma;
29314920;01/04/2022;;KG;Quilograma;
29314930;01/04/2022;;KG;Quilograma;
29314940;01/04/2022;;KG;Quilograma;
29314990;01/04/2022;;KG;Quilograma;
29315100;01/04/2022;;KG;Quilograma;
29315200;01/04/2022;;KG;Quilograma;
29315300;01/04/2022;;KG;Quilograma;
29315400;01/04/2022;;KG;Quilograma;
29315911;01/04/2022;;KG;Quilograma;
29315912;01/04/2022;;KG;Quilograma;
29315913;01/04/2022;;KG;Quilograma;
29315991;01/04/2022;;KG;Quilograma;
29315992;01/04/2022;;KG;Quilograma;
29315993;01/04/2022;;KG;Quilograma;
29315994;01/04/2022;;KG;Quilograma;
29315999;01/04/2022;;KG;Quilograma;
29319021;01/01/2016;;KG;Quilograma;
29319029;01/01/2016;;KG;Quilograma;
29319041;01/01/2016;;KG;Quilograma;
29319042;01/01/2016;;KG;Quilograma;
29319043;01/01/2016;;KG;Quilograma;
29319044;01/01/2016;;KG;Quilograma;
29319045;01/01/2016;;KG;Quilograma;
29319046;01/01/2016;;KG;Quilograma;
29319049;01/01/2016;;KG;Quilograma;
29319051;01/01/2016;;KG;Quilograma;
29319052;01/01/2016;;KG;Quilograma;
29319053;01/01/2016;;KG;Quilograma;
29319054;01/01/2016;;KG;Quilograma;
29319059;01/01/2016;;KG;Quilograma;
29319061;01/01/2016;;KG;Quilograma;
29319062;01/01/2016;;KG;Quilograma;
29319069;01/01/2016;;KG;Quilograma;
29319090;01/01/2016;;KG;Quilograma;
29321100;01/01/2016;;KG;Quilograma;
29321200;01/01/2016;;KG;Quilograma;
29321310;01/01/2016;;KG;Quilograma;
29321320;01/01/2016;;KG;Quilograma;
29321400;01/01/2017;;KG;Quilograma;
29321910;01/01/2016;;KG;Quilograma;
29321920;01/01/2016;;KG;Quilograma;
29321930;01/01/2016;;KG;Quilograma;
29321940;01/01/2016;;KG;Quilograma;
29321950;01/01/2016;;KG;Quilograma;
29321990;01/01/2016;;KG;Quilograma;
29322000;01/01/2016;;KG;Quilograma;
29329100;01/01/2016;;KG;Quilograma;
29329200;01/01/2016;;KG;Quilograma;
29329300;01/01/2016;;KG;Quilograma;
29329400;01/01/2016;;KG;Quilograma;
29329500;01/01/2016;;KG;Quilograma;
29329600;01/04/2022;;KG;Quilograma;
29329911;01/01/2016;;KG;Quilograma;
29329912;01/01/2016;;KG;Quilograma;
29329913;01/01/2016;;KG;Quilograma;
29329991;01/01/2016;;KG;Quilograma;
29329992;01/01/2016;;KG;Quilograma;
29329993;01/01/2016;;KG;Quilograma;
29329994;01/01/2016;;KG;Quilograma;
29329999;01/01/2016;;KG;Quilograma;
29331111;01/01/2016;;KG;Quilograma;
29331112;01/01/2016;;KG;Quilograma;
29331119;01/01/2016;;KG;Quilograma;
29331120;01/01/2016;;KG;Quilograma;
29331190;01/01/2016;;KG;Quilograma;
29331911;01/01/2016;;KG;Quilograma;
29331919;01/01/2016;;KG;Quilograma;
29331990;01/01/2016;;KG;Quilograma;
29332110;01/01/2016;;KG;Quilograma;
29332121;01/01/2016;;KG;Quilograma;
29332129;01/01/2016;;KG;Quilograma;
29332190;01/01/2016;;KG;Quilograma;
29332911;01/01/2016;;KG;Quilograma;
29332912;01/01/2016;;KG;Quilograma;
29332913;01/01/2016;;KG;Quilograma;
29332919;01/01/2016;;KG;Quilograma;
29332921;01/01/2016;;KG;Quilograma;
29332922;01/01/2016;;KG;Quilograma;
29332923;01/01/2016;;KG;Quilograma;
29332924;01/01/2016;;KG;Quilograma;
29332925;01/01/2016;;KG;Quilograma;
29332929;01/01/2016;;KG;Quilograma;
29332930;01/01/2016;;KG;Quilograma;
29332940;01/01/2016;;KG;Quilograma;
29332991;01/01/2016;;KG;Quilograma;
29332992;01/01/2016;;KG;Quilograma;
29332993;01/01/2016;;KG;Quilograma;
29332994;01/01/2016;;KG;Quilograma;
29332995;01/01/2016;;KG;Quilograma;
29332999;01/01/2016;;KG;Quilograma;
29333110;01/01/2016;;KG;Quilograma;
29333120;01/01/2016;;KG;Quilograma;
29333200;01/01/2016;;KG;Quilograma;
29333311;01/01/2016;;KG;Quilograma;
29333312;01/01/2016;;KG;Quilograma;
29333319;01/01/2016;;KG;Quilograma;
29333321;01/01/2016;;KG;Quilograma;
29333322;01/01/2016;;KG;Quilograma;
29333329;01/01/2016;;KG;Quilograma;
29333331;01/04/2022;;KG;Quilograma;
29333332;01/04/2022;;KG;Quilograma;
29333339;01/04/2022;;KG;Quilograma;
29333341;01/01/2016;;KG;Quilograma;
29333342;01/01/2016;;KG;Quilograma;
29333349;01/01/2016;;KG;Quilograma;
29333351;01/01/2016;;KG;Quilograma;
29333352;01/01/2016;;KG;Quilograma;
29333359;01/01/2016;;KG;Quilograma;
29333361;01/01/2016;;KG;Quilograma;
29333362;01/01/2016;;KG;Quilograma;
29333363;01/01/2016;;KG;Quilograma;
29333369;01/01/2016;;KG;Quilograma;
29333371;01/01/2016;;KG;Quilograma;
29333372;01/01/2016;;KG;Quilograma;
29333379;01/01/2016;;KG;Quilograma;
29333381;01/01/2016;;KG;Quilograma;
29333382;01/01/2016;;KG;Quilograma;
29333383;01/01/2016;;KG;Quilograma;
29333384;01/01/2016;;KG;Quilograma;
29333389;01/01/2016;;KG;Quilograma;
29333391;01/01/2016;;KG;Quilograma;
29333392;01/01/2016;;KG;Quilograma;
29333393;01/01/2016;;KG;Quilograma;
29333394;01/04/2022;;KG;Quilograma;
29333399;01/01/2016;;KG;Quilograma;
29333400;01/04/2022;;KG;Quilograma;
29333500;01/04/2022;;KG;Quilograma;
29333600;01/04/2022;;KG;Quilograma;
29333700;01/04/2022;;KG;Quilograma;
29333912;01/01/2016;;KG;Quilograma;
29333913;01/01/2016;;KG;Quilograma;
29333914;01/01/2016;;KG;Quilograma;
29333915;01/01/2016;;KG;Quilograma;
29333919;01/01/2016;;KG;Quilograma;
29333921;01/01/2016;;KG;Quilograma;
29333922;01/01/2016;;KG;Quilograma;
29333923;01/01/2016;;KG;Quilograma;
29333924;01/01/2016;;KG;Quilograma;
29333925;01/01/2016;;KG;Quilograma;
29333929;01/01/2016;;KG;Quilograma;
29333931;01/01/2016;;KG;Quilograma;
29333932;01/01/2016;;KG;Quilograma;
29333933;01/01/2016;;KG;Quilograma;
29333934;01/01/2016;;KG;Quilograma;
29333935;01/01/2016;;KG;Quilograma;
29333937;01/04/2022;;KG;Quilograma;
29333939;01/01/2016;;KG;Quilograma;
29333943;01/01/2016;;KG;Quilograma;
29333944;01/01/2016;;KG;Quilograma;
29333945;01/01/2016;;KG;Quilograma;
29333946;01/01/2016;;KG;Quilograma;
29333948;01/01/2016;;KG;Quilograma;
29333949;01/01/2016;;KG;Quilograma;
29333981;01/01/2016;;KG;Quilograma;
29333982;01/01/2016;;KG;Quilograma;
29333983;01/01/2016;;KG;Quilograma;
29333984;01/01/2016;;KG;Quilograma;
29333989;01/01/2016;;KG;Quilograma;
29333991;01/01/2016;;KG;Quilograma;
29333992;01/01/2016;;KG;Quilograma;
29333993;01/01/2016;;KG;Quilograma;
29333994;01/01/2016;;KG;Quilograma;
29333999;01/01/2016;;KG;Quilograma;
29334110;01/01/2016;;KG;Quilograma;
29334120;01/01/2016;;KG;Quilograma;
29334911;01/01/2016;;KG;Quilograma;
29334912;01/01/2016;;KG;Quilograma;
29334913;01/01/2016;;KG;Quilograma;
29334919;01/01/2016;;KG;Quilograma;
29334920;01/01/2016;;KG;Quilograma;
29334930;01/01/2016;;KG;Quilograma;
29334940;01/01/2016;;KG;Quilograma;
29334990;01/01/2016;;KG;Quilograma;
29335200;01/01/2016;;KG;Quilograma;
29335311;01/01/2016;;KG;Quilograma;
29335312;01/01/2016;;KG;Quilograma;
29335321;01/01/2016;;KG;Quilograma;
29335322;01/01/2016;;KG;Quilograma;
29335323;01/01/2016;;KG;Quilograma;
29335330;01/01/2016;;KG;Quilograma;
29335340;01/01/2016;;KG;Quilograma;
29335350;01/01/2016;;KG;Quilograma;
29335360;01/01/2016;;KG;Quilograma;
29335371;01/01/2016;;KG;Quilograma;
29335372;01/01/2016;;KG;Quilograma;
29335380;01/01/2016;;KG;Quilograma;
29335400;01/01/2016;;KG;Quilograma;
29335510;01/01/2016;;KG;Quilograma;
29335520;01/01/2016;;KG;Quilograma;
29335530;01/01/2016;;KG;Quilograma;
29335540;01/01/2016;;KG;Quilograma;
29335911;01/01/2016;;KG;Quilograma;
29335912;01/01/2016;;KG;Quilograma;
29335913;01/01/2016;;KG;Quilograma;
29335914;01/01/2016;;KG;Quilograma;
29335915;01/01/2016;;KG;Quilograma;
29335916;01/01/2016;;KG;Quilograma;
29335919;01/01/2016;;KG;Quilograma;
29335921;01/01/2016;;KG;Quilograma;
29335922;01/01/2016;;KG;Quilograma;
29335923;01/01/2016;;KG;Quilograma;
29335929;01/01/2016;;KG;Quilograma;
29335931;01/01/2016;;KG;Quilograma;
29335932;01/01/2016;;KG;Quilograma;
29335933;01/01/2016;;KG;Quilograma;
29335934;01/01/2016;;KG;Quilograma;
29335935;01/01/2016;;KG;Quilograma;
29335939;01/01/2016;;KG;Quilograma;
29335941;01/01/2016;;KG;Quilograma;
29335942;01/01/2016;;KG;Quilograma;
29335943;01/01/2016;;KG;Quilograma;
29335944;01/01/2016;;KG;Quilograma;
29335945;01/01/2016;;KG;Quilograma;
29335949;01/01/2016;;KG;Quilograma;
29335991;01/01/2016;;KG;Quilograma;
29335992;01/01/2016;;KG;Quilograma;
29335999;01/01/2016;;KG;Quilograma;
29336100;01/01/2016;;KG;Quilograma;
29336911;01/01/2016;;KG;Quilograma;
29336912;01/01/2016;;KG;Quilograma;
29336913;01/01/2016;;KG;Quilograma;
29336914;01/01/2016;;KG;Quilograma;
29336915;01/01/2016;;KG;Quilograma;
29336916;01/01/2016;;KG;Quilograma;
29336919;01/01/2016;;KG;Quilograma;
29336921;01/01/2016;;KG;Quilograma;
29336922;01/01/2016;;KG;Quilograma;
29336923;01/01/2016;;KG;Quilograma;
29336929;01/01/2016;;KG;Quilograma;
29336991;01/01/2016;;KG;Quilograma;
29336992;01/01/2016;;KG;Quilograma;
29336999;01/01/2016;;KG;Quilograma;
29337100;01/01/2016;;KG;Quilograma;
29337210;01/01/2016;;KG;Quilograma;
29337220;01/01/2016;;KG;Quilograma;
29337910;01/01/2016;;KG;Quilograma;
29337990;01/01/2016;;KG;Quilograma;
29339111;01/01/2016;;KG;Quilograma;
29339112;01/01/2016;;KG;Quilograma;
29339113;01/01/2016;;KG;Quilograma;
29339114;01/01/2016;;KG;Quilograma;
29339115;01/01/2016;;KG;Quilograma;
29339119;01/01/2016;;KG;Quilograma;
29339121;01/01/2016;;KG;Quilograma;
29339122;01/01/2016;;KG;Quilograma;
29339123;01/01/2016;;KG;Quilograma;
29339129;01/01/2016;;KG;Quilograma;
29339131;01/01/2016;;KG;Quilograma;
29339132;01/01/2016;;KG;Quilograma;
29339133;01/01/2016;;KG;Quilograma;
29339134;01/01/2016;;KG;Quilograma;
29339139;01/01/2016;;KG;Quilograma;
29339141;01/01/2016;;KG;Quilograma;
29339142;01/01/2016;;KG;Quilograma;
29339143;01/01/2016;;KG;Quilograma;
29339149;01/01/2016;;KG;Quilograma;
29339151;01/01/2016;;KG;Quilograma;
29339152;01/01/2016;;KG;Quilograma;
29339153;01/01/2016;;KG;Quilograma;
29339159;01/01/2016;;KG;Quilograma;
29339161;01/01/2016;;KG;Quilograma;
29339162;01/01/2016;;KG;Quilograma;
29339163;01/01/2016;;KG;Quilograma;
29339164;01/01/2016;;KG;Quilograma;
29339169;01/01/2016;;KG;Quilograma;
29339171;01/01/2016;;KG;Quilograma;
29339172;01/01/2016;;KG;Quilograma;
29339173;01/01/2016;;KG;Quilograma;
29339179;01/01/2016;;KG;Quilograma;
29339181;01/01/2016;;KG;Quilograma;
29339182;01/01/2016;;KG;Quilograma;
29339183;01/01/2016;;KG;Quilograma;
29339189;01/01/2016;;KG;Quilograma;
29339200;01/01/2017;;KG;Quilograma;
29339911;01/01/2016;;KG;Quilograma;
29339912;01/01/2016;;KG;Quilograma;
29339913;01/01/2016;;KG;Quilograma;
29339919;01/01/2016;;KG;Quilograma;
29339920;01/01/2016;;KG;Quilograma;
29339931;01/01/2016;;KG;Quilograma;
29339932;01/01/2016;;KG;Quilograma;
29339933;01/01/2016;;KG;Quilograma;
29339934;01/01/2016;;KG;Quilograma;
29339935;01/01/2016;;KG;Quilograma;
29339939;01/01/2016;;KG;Quilograma;
29339941;01/01/2016;;KG;Quilograma;
29339942;01/01/2016;;KG;Quilograma;
29339943;01/01/2016;;KG;Quilograma;
29339944;01/01/2016;;KG;Quilograma;
29339945;01/01/2016;;KG;Quilograma;
29339946;01/01/2016;;KG;Quilograma;
29339947;01/01/2016;;KG;Quilograma;
29339949;01/01/2016;;KG;Quilograma;
29339951;01/01/2016;;KG;Quilograma;
29339952;01/01/2016;;KG;Quilograma;
29339953;01/01/2016;;KG;Quilograma;
29339954;01/01/2016;;KG;Quilograma;
29339955;01/01/2016;;KG;Quilograma;
29339956;01/01/2016;;KG;Quilograma;
29339959;01/01/2016;;KG;Quilograma;
29339961;01/01/2016;;KG;Quilograma;
29339962;01/01/2016;;KG;Quilograma;
29339963;01/01/2016;;KG;Quilograma;
29339969;01/01/2016;;KG;Quilograma;
29339991;01/01/2016;;KG;Quilograma;
29339992;01/01/2016;;KG;Quilograma;
29339993;01/01/2016;;KG;Quilograma;
29339995;01/01/2016;;KG;Quilograma;
29339996;01/01/2016;;KG;Quilograma;
29339999;01/01/2016;;KG;Quilograma;
29341010;01/01/2016;;KG;Quilograma;
29341020;01/01/2016;;KG;Quilograma;
29341030;01/01/2016;;KG;Quilograma;
29341090;01/01/2016;;KG;Quilograma;
29342010;01/01/2016;;KG;Quilograma;
29342020;01/01/2016;;KG;Quilograma;
29342031;01/01/2016;;KG;Quilograma;
29342032;01/01/2016;;KG;Quilograma;
29342033;01/01/2016;;KG;Quilograma;
29342034;01/01/2016;;KG;Quilograma;
29342039;01/01/2016;;KG;Quilograma;
29342040;01/01/2016;;KG;Quilograma;
29342090;01/01/2016;;KG;Quilograma;
29343010;01/01/2016;;KG;Quilograma;
29343020;01/01/2016;;KG;Quilograma;
29343030;01/01/2016;;KG;Quilograma;
29343090;01/01/2016;;KG;Quilograma;
29349111;01/01/2016;;KG;Quilograma;
29349112;01/01/2016;;KG;Quilograma;
29349121;01/01/2016;;KG;Quilograma;
29349122;01/01/2016;;KG;Quilograma;
29349123;01/01/2016;;KG;Quilograma;
29349129;01/01/2016;;KG;Quilograma;
29349131;01/01/2016;;KG;Quilograma;
29349132;01/01/2016;;KG;Quilograma;
29349133;01/01/2016;;KG;Quilograma;
29349141;01/01/2016;;KG;Quilograma;
29349142;01/01/2016;;KG;Quilograma;
29349149;01/01/2016;;KG;Quilograma;
29349150;01/01/2016;;KG;Quilograma;
29349160;01/01/2016;;KG;Quilograma;
29349170;01/01/2016;;KG;Quilograma;
29349200;01/04/2022;;KG;Quilograma;
29349911;01/01/2016;;KG;Quilograma;
29349912;01/01/2016;;KG;Quilograma;
29349913;01/01/2016;;KG;Quilograma;
29349914;01/01/2016;;KG;Quilograma;
29349915;01/01/2016;;KG;Quilograma;
29349919;01/01/2016;;KG;Quilograma;
29349922;01/01/2016;;KG;Quilograma;
29349923;01/01/2016;;KG;Quilograma;
29349924;01/01/2016;;KG;Quilograma;
29349925;01/01/2016;;KG;Quilograma;
29349926;01/01/2016;;KG;Quilograma;
29349927;01/01/2016;;KG;Quilograma;
29349929;01/01/2016;;KG;Quilograma;
29349931;01/01/2016;;KG;Quilograma;
29349932;01/01/2016;;KG;Quilograma;
29349933;01/01/2016;;KG;Quilograma;
29349934;01/01/2016;;KG;Quilograma;
29349935;01/01/2016;;KG;Quilograma;
29349939;01/01/2016;;KG;Quilograma;
29349941;01/01/2016;;KG;Quilograma;
29349942;01/01/2016;;KG;Quilograma;
29349943;01/01/2016;;KG;Quilograma;
29349944;01/01/2016;;KG;Quilograma;
29349945;01/01/2016;;KG;Quilograma;
29349946;01/01/2016;;KG;Quilograma;
29349949;01/01/2016;;KG;Quilograma;
29349951;01/01/2016;;KG;Quilograma;
29349952;01/01/2016;;KG;Quilograma;
29349953;01/01/2016;;KG;Quilograma;
29349954;01/01/2016;;KG;Quilograma;
29349959;01/01/2016;;KG;Quilograma;
29349961;01/01/2016;;KG;Quilograma;
29349969;01/01/2016;;KG;Quilograma;
29349991;01/01/2016;;KG;Quilograma;
29349992;01/01/2016;;KG;Quilograma;
29349993;01/01/2016;;KG;Quilograma;
29349999;01/01/2016;;KG;Quilograma;
29351000;01/01/2017;;KG;Quilograma;
29352000;01/01/2017;;KG;Quilograma;
29353000;01/01/2017;;KG;Quilograma;
29354000;01/01/2017;;KG;Quilograma;
29355000;01/01/2017;;KG;Quilograma;
29359011;01/01/2017;;KG;Quilograma;
29359012;01/01/2017;;KG;Quilograma;
