NCM;inicio_vigencia;fim_vigencia;uTrib_abreviatura;Descricao_uTrib;
39100019;01/01/2016;;KG;Quilograma;
39100021;01/01/2016;;KG;Quilograma;
39100029;01/01/2016;;KG;Quilograma;
39100030;01/01/2016;;KG;Quilograma;
39100090;01/01/2016;;KG;Quilograma;
39111010;01/01/2016;;KG;Quilograma;
39111021;01/01/2016;;KG;Quilograma;
39111029;01/01/2016;;KG;Quilograma;
39112000;01/04/2022;;KG;Quilograma;
39119011;01/01/2016;;KG;Quilograma;
39119012;01/01/2016;;KG;Quilograma;
39119013;01/01/2016;;KG;Quilograma;
39119014;01/01/2016;;KG;Quilograma;
39119019;01/01/2016;;KG;Quilograma;
39119021;01/01/2016;;KG;Quilograma;
39119022;01/01/2016;;KG;Quilograma;
39119023;01/01/2016;;KG;Quilograma;
39119024;01/01/2016;;KG;Quilograma;
39119025;01/01/2016;;KG;Quilograma;
39119026;01/01/2016;;KG;Quilograma;
39119027;01/01/2016;;KG;Quilograma;
39119029;01/01/2016;;KG;Quilograma;
39121110;01/01/2016;;KG;Quilograma;
39121120;01/01/2016;;KG;Quilograma;
39121200;01/01/2016;;KG;Quilograma;
39122010;01/01/2016;;KG;Quilograma;
39122021;01/01/2016;;KG;Quilograma;
39122029;01/01/2016;;KG;Quilograma;
39123111;01/01/2016;;KG;Quilograma;
39123119;01/01/2016;;KG;Quilograma;
39123121;01/01/2016;;KG;Quilograma;
39123129;01/01/2016;;KG;Quilograma;
39123910;01/01/2016;;KG;Quilograma;
39123920;01/01/2016;;KG;Quilograma;
39123930;01/01/2016;;KG;Quilograma;
39123990;01/01/2016;;KG;Quilograma;
39129010;01/01/2016;;KG;Quilograma;
39129020;01/01/2016;;KG;Quilograma;
39129031;01/01/2016;;KG;Quilograma;
39129039;01/01/2016;;KG;Quilograma;
39129040;01/01/2016;;KG;Quilograma;
39129090;01/01/2016;;KG;Quilograma;
39131000;01/01/2016;;KG;Quilograma;
39139011;01/01/2016;;KG;Quilograma;
39139012;01/01/2016;;KG;Quilograma;
39139019;01/01/2016;;KG;Quilograma;
39139020;01/01/2016;;KG;Quilograma;
39139030;01/01/2016;;KG;Quilograma;
39139040;01/01/2016;;KG;Quilograma;
39139050;01/01/2016;;KG;Quilograma;
39139060;01/01/2016;;KG;Quilograma;
39139090;01/01/2016;;KG;Quilograma;
39140011;01/01/2016;;KG;Quilograma;
39140019;01/01/2016;;KG;Quilograma;
39140090;01/01/2016;;KG;Quilograma;
39151000;01/01/2016;;KG;Quilograma;
39152000;01/01/2016;;KG;Quilograma;
39153000;01/01/2016;;KG;Quilograma;
39159000;01/01/2016;;KG;Quilograma;
39161000;01/01/2016;;KG;Quilograma;
39162000;01/01/2016;;KG;Quilograma;
39169010;01/01/2016;;KG;Quilograma;
39169090;01/01/2016;;KG;Quilograma;
39171010;01/01/2016;;KG;Quilograma;
39171021;01/01/2016;;KG;Quilograma;
39171029;01/01/2016;;KG;Quilograma;
39172100;01/01/2016;;KG;Quilograma;
39172200;01/01/2016;;KG;Quilograma;
39172300;01/01/2016;;KG;Quilograma;
39172900;01/01/2016;;KG;Quilograma;
39173100;01/01/2016;;KG;Quilograma;
39173210;01/01/2016;;KG;Quilograma;
39173221;01/01/2016;;KG;Quilograma;
39173229;01/01/2016;;KG;Quilograma;
39173230;01/01/2016;;KG;Quilograma;
39173240;01/01/2016;;KG;Quilograma;
39173251;01/01/2016;;KG;Quilograma;
39173259;01/01/2016;;KG;Quilograma;
39173290;01/01/2016;;KG;Quilograma;
39173300;01/01/2016;;KG;Quilograma;
39173900;01/01/2016;;KG;Quilograma;
39174010;01/01/2016;;KG;Quilograma;
39174090;01/01/2016;;KG;Quilograma;
39181000;01/01/2016;;KG;Quilograma;
39189000;01/01/2016;;KG;Quilograma;
39191010;01/01/2016;;KG;Quilograma;
39191020;01/01/2016;;KG;Quilograma;
39191090;01/01/2016;;KG;Quilograma;
39199010;01/01/2016;;KG;Quilograma;
39199020;01/01/2016;;KG;Quilograma;
39199090;01/01/2016;;KG;Quilograma;
39201010;01/01/2016;;KG;Quilograma;
39201091;01/01/2016;;KG;Quilograma;
39201099;01/01/2016;;KG;Quilograma;
39202011;01/01/2016;;KG;Quilograma;
39202012;01/01/2016;;KG;Quilograma;
39202019;01/01/2016;;KG;Quilograma;
39202090;01/01/2016;;KG;Quilograma;
39203000;01/01/2016;;KG;Quilograma;
39204310;01/01/2016;;KG;Quilograma;
39204390;01/01/2016;;KG;Quilograma;
39204900;01/01/2016;;KG;Quilograma;
39205100;01/01/2016;;KG;Quilograma;
39205900;01/01/2016;;KG;Quilograma;
39206100;01/01/2016;;KG;Quilograma;
39206211;01/01/2016;;KG;Quilograma;
39206219;01/01/2016;;KG;Quilograma;
39206291;01/01/2016;;KG;Quilograma;
39206299;01/01/2016;;KG;Quilograma;
39206300;01/01/2016;;KG;Quilograma;
39206900;01/01/2016;;KG;Quilograma;
39207100;01/01/2016;;KG;Quilograma;
39207310;01/01/2016;;KG;Quilograma;
39207390;01/01/2016;;KG;Quilograma;
39207910;01/01/2016;;KG;Quilograma;
39207990;01/01/2016;;KG;Quilograma;
39209100;01/01/2016;;KG;Quilograma;
39209200;01/01/2016;;KG;Quilograma;
39209300;01/01/2016;;KG;Quilograma;
39209400;01/01/2016;;KG;Quilograma;
39209910;01/01/2016;;KG;Quilograma;
39209920;01/01/2016;;KG;Quilograma;
39209930;01/01/2016;;KG;Quilograma;
39209940;01/01/2016;;KG;Quilograma;
39209950;01/01/2016;;KG;Quilograma;
39209990;01/01/2016;;KG;Quilograma;
39211100;01/01/2016;;KG;Quilograma;
39211200;01/01/2016;;KG;Quilograma;
39211310;01/01/2016;;KG;Quilograma;
39211390;01/01/2016;;KG;Quilograma;
39211400;01/01/2016;;KG;Quilograma;
39211900;01/01/2016;;KG;Quilograma;
39219011;01/01/2016;;KG;Quilograma;
39219012;01/01/2016;;KG;Quilograma;
39219013;01/01/2018;;KG;Quilograma;
39219019;01/01/2016;;KG;Quilograma;
39219020;01/01/2016;;KG;Quilograma;
39219090;01/01/2016;;KG;Quilograma;
39221000;01/01/2016;;KG;Quilograma;
39222000;01/01/2016;;KG;Quilograma;
39229000;01/01/2016;;KG;Quilograma;
39231010;01/01/2016;;KG;Quilograma;
39231090;01/01/2016;;KG;Quilograma;
39232110;01/01/2016;;KG;Quilograma;
39232190;01/01/2016;;KG;Quilograma;
39232910;01/01/2016;;KG;Quilograma;
39232990;01/01/2016;;KG;Quilograma;
39233010;01/01/2021;;KG;Quilograma;
39233090;01/01/2021;;KG;Quilograma;
39234000;01/01/2016;;KG;Quilograma;
39235000;01/01/2016;;KG;Quilograma;
39239010;01/09/2022;;KG;Quilograma;
39239090;01/09/2022;;KG;Quilograma;
39241000;01/01/2016;;KG;Quilograma;
39249000;01/01/2016;;KG;Quilograma;
39251000;01/01/2016;;KG;Quilograma;
39252000;01/01/2016;;KG;Quilograma;
39253000;01/01/2016;;KG;Quilograma;
39259010;01/01/2016;;KG;Quilograma;
39259090;01/01/2016;;KG;Quilograma;
39261000;01/01/2016;;KG;Quilograma;
39262000;01/01/2016;;KG;Quilograma;
39263000;01/01/2016;;KG;Quilograma;
39264000;01/01/2016;;KG;Quilograma;
39269010;01/01/2016;;KG;Quilograma;
39269021;01/01/2016;;KG;Quilograma;
39269022;01/01/2016;;KG;Quilograma;
39269030;01/01/2016;;KG;Quilograma;
39269040;01/01/2016;;KG;Quilograma;
39269050;01/01/2016;;KG;Quilograma;
39269061;01/01/2016;;KG;Quilograma;
39269069;01/01/2016;;KG;Quilograma;
39269090;01/01/2016;;KG;Quilograma;
40011000;01/01/2016;;KG;Quilograma;
40012100;01/01/2016;;KG;Quilograma;
40012200;01/01/2016;;KG;Quilograma;
40012910;01/01/2016;;KG;Quilograma;
40012920;01/01/2016;;KG;Quilograma;
40012990;01/01/2016;;KG;Quilograma;
40013000;01/01/2016;;KG;Quilograma;
40021110;01/01/2016;;KG;Quilograma;
40021120;01/01/2016;;KG;Quilograma;
40021911;01/01/2016;;KG;Quilograma;
40021912;01/01/2016;;KG;Quilograma;
40021919;01/01/2016;;KG;Quilograma;
40021920;01/01/2016;;KG;Quilograma;
40022010;01/01/2016;;KG;Quilograma;
40022091;01/01/2023;;KG;Quilograma;
40022099;01/01/2023;;KG;Quilograma;
40023100;01/01/2016;;KG;Quilograma;
40023900;01/01/2016;;KG;Quilograma;
40024100;01/01/2016;;KG;Quilograma;
40024900;01/01/2016;;KG;Quilograma;
40025100;01/01/2016;;KG;Quilograma;
40025900;01/01/2016;;KG;Quilograma;
40026000;01/01/2016;;KG;Quilograma;
40027000;01/01/2016;;KG;Quilograma;
40028000;01/01/2016;;KG;Quilograma;
40029100;01/01/2016;;KG;Quilograma;
40029910;01/01/2016;;KG;Quilograma;
40029920;01/01/2016;;KG;Quilograma;
40029930;01/01/2016;;KG;Quilograma;
40029990;01/01/2016;;KG;Quilograma;
40030000;01/01/2016;;KG;Quilograma;
40040000;01/01/2016;;KG;Quilograma;
40051010;01/01/2016;;KG;Quilograma;
40051090;01/01/2016;;KG;Quilograma;
40052000;01/01/2016;;KG;Quilograma;
40059110;01/01/2016;;KG;Quilograma;
40059190;01/01/2016;;KG;Quilograma;
40059910;01/01/2016;;KG;Quilograma;
40059990;01/01/2016;;KG;Quilograma;
40061000;01/01/2016;;KG;Quilograma;
40069000;01/01/2016;;KG;Quilograma;
40070011;01/01/2016;;KG;Quilograma;
40070019;01/01/2016;;KG;Quilograma;
40070020;01/01/2016;;KG;Quilograma;
40081100;01/01/2016;;KG;Quilograma;
40081900;01/01/2016;;KG;Quilograma;
40082100;01/01/2016;;KG;Quilograma;
40082900;01/01/2016;;KG;Quilograma;
40091100;01/01/2016;;KG;Quilograma;
40091210;01/01/2016;;KG;Quilograma;
40091290;01/01/2016;;KG;Quilograma;
40092110;01/01/2016;;KG;Quilograma;
40092190;01/01/2016;;KG;Quilograma;
40092210;01/01/2016;;KG;Quilograma;
40092290;01/01/2016;;KG;Quilograma;
40093100;01/01/2016;;KG;Quilograma;
40093210;01/01/2016;;KG;Quilograma;
40093290;01/01/2016;;KG;Quilograma;
40094100;01/01/2016;;KG;Quilograma;
40094210;01/01/2016;;KG;Quilograma;
40094290;01/01/2016;;KG;Quilograma;
40101100;01/01/2016;;KG;Quilograma;
40101200;01/01/2016;;KG;Quilograma;
40101900;01/01/2016;;KG;Quilograma;
40103100;01/01/2016;;KG;Quilograma;
40103200;01/01/2016;;KG;Quilograma;
40103300;01/01/2016;;KG;Quilograma;
40103400;01/01/2016;;KG;Quilograma;
40103500;01/01/2016;;KG;Quilograma;
40103600;01/01/2016;;KG;Quilograma;
40103900;01/01/2016;;KG;Quilograma;
40111000;01/01/2016;;UN;Unidade;
40112010;01/01/2016;;UN;Unidade;
40112090;01/01/2016;;UN;Unidade;
40113000;01/01/2016;;UN;Unidade;
40114000;01/01/2016;;UN;Unidade;
40115000;01/01/2016;;UN;Unidade;
40117010;01/01/2017;;UN;Unidade;
40117090;01/01/2017;;UN;Unidade;
40118010;01/01/2017;;UN;Unidade;
40118020;01/01/2017;;UN;Unidade;
40118090;01/01/2017;;UN;Unidade;
40119010;01/01/2017;;UN;Unidade;
40119090;01/01/2017;;UN;Unidade;
40121100;01/01/2016;;UN;Unidade;
40121200;01/01/2016;;UN;Unidade;
40121300;01/01/2016;;UN;Unidade;
40121900;01/01/2016;;UN;Unidade;
40122000;01/01/2016;;UN;Unidade;
40129010;01/01/2016;;KG;Quilograma;
40129090;01/01/2016;;KG;Quilograma;
40131010;01/01/2016;;UN;Unidade;
40131090;01/01/2016;;UN;Unidade;
40132000;01/01/2016;;UN;Unidade;
40139000;01/01/2016;;UN;Unidade;
40141000;01/01/2016;;KG;Quilograma;
40149010;01/01/2016;;KG;Quilograma;
40149090;01/01/2016;;KG;Quilograma;
40151200;01/04/2022;;PARES;Pares;
40151900;01/01/2016;;PARES;Pares;
40159000;01/01/2016;;KG;Quilograma;
40161010;01/01/2016;;KG;Quilograma;
40161090;01/01/2016;;KG;Quilograma;
40169100;01/01/2016;;KG;Quilograma;
40169200;01/01/2016;;KG;Quilograma;
40169300;01/01/2016;;KG;Quilograma;
40169400;01/01/2016;;KG;Quilograma;
40169510;01/01/2016;;KG;Quilograma;
40169590;01/01/2016;;KG;Quilograma;
40169910;01/01/2016;;KG;Quilograma;
40169990;01/01/2016;;KG;Quilograma;
40170000;01/01/2016;;KG;Quilograma;
41012000;01/01/2016;;KG;Quilograma;
41015010;01/01/2016;;KG;Quilograma;
41015020;01/01/2016;;KG;Quilograma;
41015030;01/01/2016;;KG;Quilograma;
41019010;01/01/2016;;KG;Quilograma;
41019020;01/01/2016;;KG;Quilograma;
41019030;01/01/2016;;KG;Quilograma;
41021000;01/01/2016;;KG;Quilograma;
41022100;01/01/2016;;KG;Quilograma;
41022900;01/01/2016;;KG;Quilograma;
41032000;01/01/2016;;UN;Unidade;
41033000;01/01/2016;;KG;Quilograma;
41039000;01/01/2016;;KG;Quilograma;
41041111;01/01/2016;;M2;Metro Quadrado;
41041112;01/01/2016;;M2;Metro Quadrado;
41041113;01/01/2016;;M2;Metro Quadrado;
41041114;01/01/2016;;M2;Metro Quadrado;
41041119;01/01/2016;;M2;Metro Quadrado;
41041121;01/01/2016;;M2;Metro Quadrado;
41041122;01/01/2016;;M2;Metro Quadrado;
41041123;01/01/2016;;M2;Metro Quadrado;
41041124;01/01/2016;;M2;Metro Quadrado;
41041129;01/01/2016;;M2;Metro Quadrado;
41041910;01/01/2016;;M2;Metro Quadrado;
41041920;01/01/2016;;M2;Metro Quadrado;
41041930;01/01/2016;;M2;Metro Quadrado;
41041940;01/01/2016;;M2;Metro Quadrado;
41041990;01/01/2016;;M2;Metro Quadrado;
41044110;01/01/2016;;M2;Metro Quadrado;
41044120;01/01/2016;;M2;Metro Quadrado;
41044130;01/01/2016;;M2;Metro Quadrado;
41044190;01/01/2016;;M2;Metro Quadrado;
41044910;01/01/2016;;M2;Metro Quadrado;
41044920;01/01/2016;;M2;Metro Quadrado;
41044990;01/01/2016;;M2;Metro Quadrado;
41051010;01/01/2016;;M2;Metro Quadrado;
41051021;01/01/2016;;M2;Metro Quadrado;
41051029;01/01/2016;;M2;Metro Quadrado;
41051090;01/01/2016;;M2;Metro Quadrado;
41053000;01/01/2016;;M2;Metro Quadrado;
41062110;01/01/2016;;M2;Metro Quadrado;
41062121;01/01/2016;;M2;Metro Quadrado;
41062129;01/01/2016;;M2;Metro Quadrado;
41062190;01/01/2016;;M2;Metro Quadrado;
41062200;01/01/2016;;M2;Metro Quadrado;
41063110;01/01/2016;;M2;Metro Quadrado;
41063190;01/01/2016;;M2;Metro Quadrado;
41063200;01/01/2016;;M2;Metro Quadrado;
41064000;01/01/2016;;M2;Metro Quadrado;
41069100;01/01/2016;;M2;Metro Quadrado;
41069200;01/01/2016;;M2;Metro Quadrado;
41071110;01/01/2016;;M2;Metro Quadrado;
41071120;01/01/2016;;M2;Metro Quadrado;
41071190;01/01/2016;;M2;Metro Quadrado;
41071210;01/01/2016;;M2;Metro Quadrado;
41071220;01/01/2016;;M2;Metro Quadrado;
41071290;01/01/2016;;M2;Metro Quadrado;
41071910;01/01/2016;;M2;Metro Quadrado;
41071920;01/01/2016;;M2;Metro Quadrado;
41071990;01/01/2016;;M2;Metro Quadrado;
41079110;01/01/2016;;M2;Metro Quadrado;
41079190;01/01/2016;;M2;Metro Quadrado;
41079210;01/01/2016;;M2;Metro Quadrado;
41079290;01/01/2016;;M2;Metro Quadrado;
41079910;01/01/2016;;M2;Metro Quadrado;
41079990;01/01/2016;;M2;Metro Quadrado;
41120000;01/01/2016;;M2;Metro Quadrado;
41131010;01/01/2016;;M2;Metro Quadrado;
41131090;01/01/2016;;M2;Metro Quadrado;
41132000;01/01/2016;;M2;Metro Quadrado;
41133000;01/01/2016;;M2;Metro Quadrado;
41139000;01/01/2016;;M2;Metro Quadrado;
41141000;01/01/2016;;M2;Metro Quadrado;
41142010;01/01/2016;;M2;Metro Quadrado;
41142020;01/01/2016;;M2;Metro Quadrado;
41151000;01/01/2016;;KG;Quilograma;
41152000;01/01/2016;;KG;Quilograma;
42010010;01/01/2016;;KG;Quilograma;
42010090;01/01/2016;;KG;Quilograma;
42021100;01/01/2016;;UN;Unidade;
42021210;01/01/2016;;UN;Unidade;
42021220;01/01/2016;;UN;Unidade;
42021900;01/01/2016;;UN;Unidade;
42022100;01/01/2016;;UN;Unidade;
42022210;01/01/2016;;UN;Unidade;
42022220;01/01/2016;;UN;Unidade;
42022900;01/01/2016;;UN;Unidade;
42023100;01/01/2016;;UN;Unidade;
42023200;01/01/2016;;KG;Quilograma;
42023900;01/01/2016;;KG;Quilograma;
42029100;01/01/2016;;UN;Unidade;
42029200;01/01/2016;;UN;Unidade;
42029900;01/01/2016;;KG;Quilograma;
42031000;01/01/2016;;KG;Quilograma;
42032100;01/01/2016;;PARES;Pares;
42032900;01/01/2016;;PARES;Pares;
42033000;01/01/2016;;KG;Quilograma;
42034000;01/01/2016;;KG;Quilograma;
42050000;01/01/2016;;KG;Quilograma;
42060000;01/01/2016;;KG;Quilograma;
43011000;01/01/2016;;UN;Unidade;
43013000;01/01/2016;;UN;Unidade;
43016000;01/01/2016;;UN;Unidade;
43018000;01/01/2016;;UN;Unidade;
43019000;01/01/2016;;UN;Unidade;
43021100;01/01/2016;;UN;Unidade;
43021910;01/01/2016;;UN;Unidade;
43021990;01/01/2016;;UN;Unidade;
43022000;01/01/2016;;UN;Unidade;
43023000;01/01/2016;;UN;Unidade;
43031000;01/01/2016;;UN;Unidade;
43039000;01/01/2016;;UN;Unidade;
43040000;01/01/2016;;M2;Metro Quadrado;
44011100;01/01/2017;;KG;Quilograma;
44011200;01/01/2017;;KG;Quilograma;
44012100;01/01/2016;;KG;Quilograma;
44012200;01/01/2016;;KG;Quilograma;
44013100;01/01/2016;;KG;Quilograma;
44013200;01/04/2022;;KG;Quilograma;
44013900;01/01/2016;;KG;Quilograma;
44014100;01/04/2022;;KG;Quilograma;
44014900;01/04/2022;;KG;Quilograma;
44021000;01/01/2016;;KG;Quilograma;
44022000;01/04/2022;;KG;Quilograma;
44029000;01/01/2016;;KG;Quilograma;
44031100;01/01/2017;;M3;Metro Cubico;
44031200;01/01/2017;;M3;Metro Cubico;
44032100;01/01/2017;;M3;Metro Cubico;
44032200;01/01/2017;;M3;Metro Cubico;
44032300;01/01/2017;;M3;Metro Cubico;
44032400;01/01/2017;;M3;Metro Cubico;
44032500;01/01/2017;;M3;Metro Cubico;
44032600;01/01/2017;;M3;Metro Cubico;
44034100;01/01/2016;;M3;Metro Cubico;
44034200;01/04/2022;;M3;Metro Cubico;
44034900;01/01/2016;;M3;Metro Cubico;
44039100;01/01/2016;;M3;Metro Cubico;
44039300;01/01/2017;;M3;Metro Cubico;
44039400;01/01/2017;;M3;Metro Cubico;
44039500;01/01/2017;;M3;Metro Cubico;
44039600;01/01/2017;;M3;Metro Cubico;
44039700;01/01/2017;;M3;Metro Cubico;
44039800;01/01/2017;;M3;Metro Cubico;
44039900;01/01/2016;;M3;Metro Cubico;
44041000;01/01/2016;;KG;Quilograma;
44042000;01/01/2016;;KG;Quilograma;
44050000;01/01/2016;;KG;Quilograma;
44061100;01/01/2017;;M3;Metro Cubico;
44061200;01/01/2017;;M3;Metro Cubico;
44069100;01/01/2017;;M3;Metro Cubico;
44069200;01/01/2017;;M3;Metro Cubico;
44071100;01/01/2017;;M3;Metro Cubico;
44071200;01/01/2017;;M3;Metro Cubico;
44071300;01/04/2022;;M3;Metro Cubico;
44071400;01/04/2022;;M3;Metro Cubico;
44071900;01/01/2017;;M3;Metro Cubico;
44072100;01/01/2016;;M3;Metro Cubico;
44072200;01/01/2016;;M3;Metro Cubico;
44072300;01/04/2022;;M3;Metro Cubico;
44072500;01/01/2016;;M3;Metro Cubico;
44072600;01/01/2016;;M3;Metro Cubico;
44072700;01/01/2016;;M3;Metro Cubico;
44072800;01/01/2016;;M3;Metro Cubico;
44072910;01/01/2016;;M3;Metro Cubico;
44072920;01/01/2016;;M3;Metro Cubico;
44072930;01/01/2016;;M3;Metro Cubico;
44072940;01/01/2016;;M3;Metro Cubico;
44072950;01/01/2017;;M3;Metro Cubico;
44072960;01/01/2017;;M3;Metro Cubico;
44072970;01/01/2017;;M3;Metro Cubico;
44072990;01/01/2016;;M3;Metro Cubico;
44079100;01/01/2016;;M3;Metro Cubico;
44079200;01/01/2016;;M3;Metro Cubico;
44079300;01/01/2016;;M3;Metro Cubico;
44079400;01/01/2016;;M3;Metro Cubico;
44079500;01/01/2016;;M3;Metro Cubico;
44079600;01/01/2017;;M3;Metro Cubico;
44079700;01/01/2017;;M3;Metro Cubico;
44079920;01/01/2016;;M3;Metro Cubico;
44079930;01/01/2016;;M3;Metro Cubico;
44079960;01/01/2016;;M3;Metro Cubico;
44079970;01/01/2016;;M3;Metro Cubico;
44079990;01/01/2016;;M3;Metro Cubico;
44081010;01/01/2016;;M3;Metro Cubico;
44081091;01/01/2016;;M3;Metro Cubico;
44081099;01/01/2016;;M3;Metro Cubico;
44083110;01/01/2016;;M3;Metro Cubico;
44083190;01/01/2016;;M3;Metro Cubico;
44083910;01/01/2016;;M3;Metro Cubico;
44083991;01/01/2016;;M3;Metro Cubico;
44083992;01/01/2016;;M3;Metro Cubico;
44083999;01/01/2016;;M3;Metro Cubico;
44089010;01/01/2016;;M3;Metro Cubico;
44089090;01/01/2016;;M3;Metro Cubico;
44091000;01/01/2016;;M3;Metro Cubico;
44092100;01/01/2016;;M3;Metro Cubico;
44092200;01/01/2017;;M3;Metro Cubico;
44092900;01/01/2016;;M3;Metro Cubico;
44101110;01/01/2016;;M3;Metro Cubico;
44101121;01/01/2016;;M3;Metro Cubico;
44101129;01/01/2016;;M3;Metro Cubico;
44101190;01/01/2016;;M3;Metro Cubico;
44101210;01/01/2016;;M3;Metro Cubico;
44101290;01/01/2016;;M3;Metro Cubico;
44101911;01/01/2016;;M3;Metro Cubico;
44101919;01/01/2016;;M3;Metro Cubico;
44101991;01/01/2016;;M3;Metro Cubico;
44101992;01/01/2016;;M3;Metro Cubico;
44101999;01/01/2016;;M3;Metro Cubico;
44109000;01/01/2016;;M3;Metro Cubico;
44111210;01/01/2016;;M3;Metro Cubico;
44111290;01/01/2016;;M3;Metro Cubico;
44111310;01/01/2016;;M3;Metro Cubico;
44111391;01/01/2016;;M3;Metro Cubico;
44111399;01/01/2016;;M3;Metro Cubico;
44111410;01/01/2016;;M3;Metro Cubico;
44111490;01/01/2016;;M3;Metro Cubico;
44119210;01/01/2016;;M3;Metro Cubico;
44119290;01/01/2016;;M3;Metro Cubico;
44119310;01/01/2016;;M3;Metro Cubico;
44119390;01/01/2016;;M3;Metro Cubico;
44119410;01/01/2016;;M3;Metro Cubico;
44119490;01/01/2016;;M3;Metro Cubico;
44121000;01/01/2016;;M3;Metro Cubico;
44123100;01/01/2016;;M3;Metro Cubico;
44123300;01/01/2017;;M3;Metro Cubico;
44123400;01/01/2017;;M3;Metro Cubico;
44123900;01/01/2016;;M3;Metro Cubico;
44124100;01/04/2022;;M3;Metro Cubico;
44124200;01/04/2022;;M3;Metro Cubico;
44124900;01/04/2022;;M3;Metro Cubico;
44125100;01/04/2022;;M3;Metro Cubico;
44125200;01/04/2022;;M3;Metro Cubico;
44125900;01/04/2022;;M3;Metro Cubico;
44129100;01/04/2022;;M3;Metro Cubico;
44129200;01/04/2022;;M3;Metro Cubico;
44129900;01/01/2016;;M3;Metro Cubico;
44130000;01/01/2016;;M3;Metro Cubico;
44141000;01/04/2022;;KG;Quilograma;
44149000;01/04/2022;;KG;Quilograma;
44151000;01/01/2016;;UN;Unidade;
44152000;01/01/2016;;UN;Unidade;
44160010;01/01/2016;;KG;Quilograma;
44160090;01/01/2016;;KG;Quilograma;
44170010;01/01/2016;;UN;Unidade;
44170020;01/01/2016;;UN;Unidade;
44170090;01/01/2016;;UN;Unidade;
44181100;01/04/2022;;KG;Quilograma;
44181900;01/04/2022;;KG;Quilograma;
44182100;01/04/2022;;KG;Quilograma;
44182900;01/04/2022;;KG;Quilograma;
44183000;01/04/2022;;KG;Quilograma;
44184000;01/01/2016;;KG;Quilograma;
44185000;01/01/2016;;KG;Quilograma;
44187300;01/01/2017;;KG;Quilograma;
44187400;01/01/2017;;KG;Quilograma;
44187500;01/01/2017;;KG;Quilograma;
44187900;01/01/2016;;KG;Quilograma;
44188100;01/04/2022;;KG;Quilograma;
44188200;01/04/2022;;KG;Quilograma;
44188300;01/04/2022;;KG;Quilograma;
44188900;01/04/2022;;KG;Quilograma;
44189100;01/01/2017;;KG;Quilograma;
44189200;01/04/2022;;KG;Quilograma;
44189900;01/01/2017;;KG;Quilograma;
44191100;01/01/2017;;KG;Quilograma;
44191200;01/01/2017;;KG;Quilograma;
44191900;01/01/2017;;KG;Quilograma;
44192000;01/04/2022;;KG;Quilograma;
44199000;01/01/2017;;KG;Quilograma;
44201100;01/04/2022;;KG;Quilograma;
44201900;01/04/2022;;KG;Quilograma;
44209000;01/01/2016;;KG;Quilograma;
44211000;01/01/2016;;KG;Quilograma;
44212000;01/04/2022;;KG;Quilograma;
44219100;01/01/2017;;KG;Quilograma;
44219900;01/01/2017;;KG;Quilograma;
45011000;01/01/2016;;KG;Quilograma;
45019000;01/01/2016;;KG;Quilograma;
45020000;01/01/2016;;KG;Quilograma;
45031000;01/01/2016;;KG;Quilograma;
45039000;01/01/2016;;KG;Quilograma;
45041000;01/01/2016;;KG;Quilograma;
45049000;01/01/2016;;KG;Quilograma;
46012100;01/01/2016;;KG;Quilograma;
46012200;01/01/2016;;KG;Quilograma;
46012900;01/01/2016;;KG;Quilograma;
46019200;01/01/2016;;KG;Quilograma;
46019300;01/01/2016;;KG;Quilograma;
46019400;01/01/2016;;KG;Quilograma;
46019900;01/01/2016;;KG;Quilograma;
46021100;01/01/2016;;KG;Quilograma;
46021200;01/01/2016;;KG;Quilograma;
46021900;01/01/2016;;KG;Quilograma;
46029000;01/01/2016;;KG;Quilograma;
47010000;01/01/2016;;KG;Quilograma;
47020000;01/01/2016;;KG;Quilograma;
47031100;01/01/2016;;KG;Quilograma;
47031900;01/01/2016;;KG;Quilograma;
47032110;01/01/2023;;KG;Quilograma;
47032190;01/01/2023;;KG;Quilograma;
47032900;01/01/2016;;KG;Quilograma;
47041100;01/01/2016;;KG;Quilograma;
47041900;01/01/2016;;KG;Quilograma;
47042100;01/01/2016;;KG;Quilograma;
47042900;01/01/2016;;KG;Quilograma;
47050000;01/01/2016;;KG;Quilograma;
47061000;01/01/2016;;KG;Quilograma;
47062000;01/01/2016;;KG;Quilograma;
47063000;01/01/2016;;KG;Quilograma;
47069100;01/01/2016;;KG;Quilograma;
47069200;01/01/2016;;KG;Quilograma;
47069300;01/01/2016;;KG;Quilograma;
47071000;01/01/2016;;KG;Quilograma;
47072000;01/01/2016;;KG;Quilograma;
47073000;01/01/2016;;KG;Quilograma;
47079000;01/01/2016;;KG;Quilograma;
48010020;01/01/2017;;KG;Quilograma;
48010030;01/01/2017;;KG;Quilograma;
48010090;01/01/2016;;KG;Quilograma;
48021000;01/01/2016;;KG;Quilograma;
48022010;01/01/2016;;KG;Quilograma;
48022090;01/01/2016;;KG;Quilograma;
48024010;01/01/2016;;KG;Quilograma;
48024090;01/01/2016;;KG;Quilograma;
48025410;01/01/2016;;KG;Quilograma;
48025491;01/01/2016;;KG;Quilograma;
48025499;01/01/2016;;KG;Quilograma;
48025510;01/01/2016;;KG;Quilograma;
48025591;01/01/2016;;KG;Quilograma;
48025592;01/01/2016;;KG;Quilograma;
48025599;01/01/2016;;KG;Quilograma;
48025610;01/01/2016;;KG;Quilograma;
